*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=LisaKeysPlus
*Date=04:13:44
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
109;;;273.469;-59.1059;0;Bottom;Hole21
110;;;282.271;-72.2939;0;Bottom;MX18
111;;;301.329;-26.3494;0;Bottom;Hole69
112;;300 mil [THT];101.319;-71.3367;-90;Bottom;D20
113;;300 mil [THT];349.788;-33.3061;-90;Bottom;D74
114;;;191.804;-53.2343;0;Bottom;MX31
115;;;69.1405;-97.1118;0;Bottom;Hole9
116;;;378.512;-34.2091;0;Bottom;MX76
117;;;77.5043;-53.2343;0;Bottom;MX37
118;;300 mil [THT];369.027;-71.4532;-90;Bottom;D68
119;;300 mil [THT];53.6183;-14.2327;-90;Bottom;D57
120;;;287.956;-21.0059;0;Bottom;Hole23
121;;300 mil [THT];215.619;-71.3367;-90;Bottom;D23
122;;;79.8414;-22.5112;0;Bottom;Hole52
123;;300 mil [THT];248.968;-33.3307;-90;Bottom;D44
124;;;215.685;-91.3733;0;Bottom;MX10
125;;;130.759;-40.0089;0;Bottom;Hole14
126;;;124.033;-101.251;0;Bottom;TXT11
127;;;96.5543;-53.2343;0;Bottom;MX30
128;;;10.1561;-99.0992;0;Bottom;Hole44
129;;;259.358;-97.1118;0;Bottom;Hole19
130;;300 mil [THT];115.571;-33.3307;-90;Bottom;D48
131;;300 mil [THT];229.871;-33.3307;-90;Bottom;D51
132;;;210.854;-53.2343;0;Bottom;MX33
133;;;261.108;-17.6569;0;Bottom;Via25
134;;;365.285;-97.0178;0;Bottom;Hole28
135;;;230.825;-78.0436;0;Bottom;Hole20
136;;;239.387;-34.2125;0;Bottom;MX56
137;;;248.884;-53.2343;0;Bottom;MX36
138;;300 mil [THT];272.623;-14.2327;-90;Bottom;D61
139;;;172.716;-15.1732;0;Bottom;MX60
140;;;357.266;-22.5112;0;Bottom;Hole58
141;;;359.49;-34.1809;0;Bottom;MX79
142;;;433.678;-91.4674;0;Bottom;Hole27
143;;;225.191;-72.2939;0;Bottom;MX28
144;;;313.451;-17.2519;0;Bottom;IMG1
145;;300 mil [THT];74.3802;-30.224;-90;Bottom;D43
146;;;65.4715;-62.2103;0;Bottom;Via22
147;;;416.668;-91.3733;0;Bottom;MX67
148;;;63.2845;-91.3733;0;Bottom;MX2
149;;;153.704;-53.2343;0;Bottom;MX38
150;;;241.837;-22.5112;0;Bottom;Hole54
151;;;277.453;-26.3494;0;Bottom;Hole68
152;;;369.142;-15.1591;0;Bottom;MX83
153;;300 mil [THT];407.243;-90.4326;-90;Bottom;D65
154;;;122.269;-106.373;0;Bottom;TXT9
155;;;187.091;-72.2939;0;Bottom;MX17
156;;;225.021;-7.27122;0;Bottom;Hole49
157;;;453.809;-98.4289;0;Bottom;Hole32
158;;300 mil [THT];269.735;-33.3307;-90;Bottom;D49
159;;300 mil [THT];134.574;-33.3307;-90;Bottom;D56
160;;;329.35;-90.997;0;Bottom;Via20
161;;;309.905;-35.6345;0;Bottom;Via17
162;;;359.546;-53.2591;0;Bottom;MX75
163;;;349.952;-42.549;0;Bottom;Via13
164;;;120.317;-22.5111;0;Bottom;Hole46
165;;;124.95;-103.862;0;Bottom;TXT10
166;;;369.187;-14.6806;0;Bottom;IMG3
167;;;120.364;-91.3733;0;Bottom;MX5
168;;;416.668;-24.7265;0;Bottom;MX81
169;;;10.1561;-13.6563;0;Bottom;Hole45
170;;;163.187;-34.2125;0;Bottom;MX52
171;;;452.399;-53.2148;0;Bottom;Hole6
172;;300 mil [THT];168.107;-90.4326;-90;Bottom;D8
173;;;125.087;-34.2125;0;Bottom;MX49
174;;300 mil [THT];244.307;-90.4326;-90;Bottom;D12
175;;;135.745;-78.1088;0;Bottom;Hole18
176;;;139.485;-91.3733;0;Bottom;MX6
177;;;67.8179;-41.6459;0;Bottom;Hole71
178;;;301.217;-41.6459;0;Bottom;Hole67
179;;;265.544;-22.5112;0;Bottom;Hole56
180;;;103.548;-22.5112;0;Bottom;Hole50
